"municipality_name","street_key","street_name","housenumber","easting","northing"
"Stadt Flensburg","00131","Dietrich-Buxtehude-Str.","12","530771597.00","6071329042.00"
"Stadt Flensburg","00131","Dietrich-Buxtehude-Str.","10","530779279.00","6071343385.00"
"Stadt Flensburg","00131","Dietrich-Buxtehude-Str.",,"530771477.00","6071372353.00"
"Stadt Flensburg","00131","Dietrich-Buxtehude-Str.",,"530761865.00","6071401141.00"
"Stadt Flensburg","00588","Saturnbogen",,"530867445.00","6071317118.00"
"Stadt Flensburg","00588","Saturnbogen",,"530892711.00","6071348113.00"
"Stadt Flensburg","00588","Saturnbogen",,"530918814.00","6071349525.00"
"Stadt Flensburg","00588","Saturnbogen","69","530864967.00","6071341696.00"
"Stadt Flensburg","00588","Saturnbogen","71","530867060.00","6071361878.00"
"Stadt Flensburg","00588","Saturnbogen","73","530866751.00","6071386317.00"
"Stadt Flensburg","00588","Saturnbogen","75","530868796.00","6071406590.00"
"Stadt Flensburg","00588","Saturnbogen","77","530866866.00","6071428503.00"
"Stadt Flensburg","00588","Saturnbogen","79","530864010.00","6071445069.00"
"Stadt Flensburg","00450","Nikolaus-Bruhns-Straße",,"530832425.00","6071449922.00"
"Stadt Flensburg","00450","Nikolaus-Bruhns-Straße","3","530798259.00","6071440064.00"
"Stadt Flensburg","00450","Nikolaus-Bruhns-Straße","1","530768932.00","6071423732.00"
"Stadt Flensburg","00588","Saturnbogen",,"530825649.00","6071509673.00"
"Stadt Flensburg","00588","Saturnbogen",,"530839585.00","6071486958.00"
"Stadt Flensburg","00588","Saturnbogen",,"530848838.00","6071463549.00"
"Stadt Flensburg","00588","Saturnbogen",,"530876250.00","6071461706.00"
"Stadt Flensburg","00588","Saturnbogen",,"530880268.00","6071483669.00"
"Stadt Flensburg","00588","Saturnbogen",,"530884388.00","6071509478.00"
"Stadt Flensburg","00588","Saturnbogen",,"530918494.00","6071452458.00"
"Stadt Flensburg","00588","Saturnbogen",,"530893335.00","6071453489.00"
"Stadt Flensburg","00081","Blasberg",,"528999947.00","6072539516.00"
"Stadt Flensburg","00081","Blasberg",,"528988807.00","6072563266.00"
"Stadt Flensburg","00081","Blasberg",,"528979877.00","6072609981.00"
"Stadt Flensburg","00287","Jahnstraße",,"528992241.00","6072620079.00"
"Stadt Flensburg","00287","Jahnstraße",,"529032636.00","6072599440.00"
"Stadt Flensburg","00287","Jahnstraße",,"529082440.00","6072577766.00"
"Stadt Flensburg","00287","Jahnstraße",,"529123418.00","6072552262.00"
"Stadt Flensburg","00287","Jahnstraße",,"529165503.00","6072526359.00"
"Stadt Flensburg","00081","Blasberg",,"528965511.00","6072638626.00"
"Stadt Flensburg","00081","Blasberg",,"528939104.00","6072658230.00"
"Stadt Flensburg","00420","Mürwiker Straße",,"529191681.00","6072519459.00"
"Stadt Flensburg","00420","Mürwiker Straße",,"529206043.00","6072550082.00"
"Stadt Flensburg","00420","Mürwiker Straße",,"529217301.00","6072577508.00"
"Stadt Flensburg","00420","Mürwiker Straße",,"529224840.00","6072600726.00"
"Stadt Flensburg","00420","Mürwiker Straße",,"529232989.00","6072631733.00"
"Stadt Flensburg","00420","Mürwiker Straße",,"529240651.00","6072668958.00"
"Stadt Flensburg","00420","Mürwiker Straße",,"529245571.00","6072693705.00"
"Stadt Flensburg","00420","Mürwiker Straße",,"529251681.00","6072723236.00"
"Stadt Flensburg","00420","Mürwiker Straße",,"529259278.00","6072759556.00"
"Stadt Flensburg","00420","Mürwiker Straße",,"529242518.00","6072611466.00"
"Stadt Flensburg","00194","Fruerlunder Straße",,"529290394.00","6072596935.00"
"Stadt Flensburg","00194","Fruerlunder Straße",,"529322627.00","6072617738.00"
"Stadt Flensburg","00194","Fruerlunder Straße",,"529335644.00","6072649096.00"
"Stadt Flensburg","00194","Fruerlunder Straße",,"529348549.00","6072680132.00"
"Stadt Flensburg","00194","Fruerlunder Straße",,"529363138.00","6072714821.00"
"Stadt Flensburg","00194","Fruerlunder Straße",,"529376074.00","6072745773.00"
"Stadt Flensburg","00142","Eiderhof",,"529346292.00","6072623302.00"
"Stadt Flensburg","00142","Eiderhof",,"529381076.00","6072608494.00"
"Stadt Flensburg","00142","Eiderhof",,"529280835.00","6072527388.00"
"Stadt Flensburg","00142","Eiderhof",,"529294732.00","6072555898.00"
"Stadt Flensburg","00142","Eiderhof",,"529309887.00","6072587458.00"
"Stadt Flensburg","00648","Stille Liebe Ost",,"530402413.00","6071049716.00"
"Stadt Flensburg","00648","Stille Liebe Ost",,"530365301.00","6071051816.00"
"Stadt Flensburg","00648","Stille Liebe Ost",,"530327825.00","6071052499.00"
"Stadt Flensburg","00648","Stille Liebe Ost",,"530290993.00","6071050252.00"
"Stadt Flensburg","00648","Stille Liebe Ost",,"530254206.00","6071049381.00"
"Stadt Flensburg","00648","Stille Liebe Ost",,"530190929.00","6071013951.00"
"Stadt Flensburg","00648","Stille Liebe Ost",,"530225231.00","6071037460.00"
"Stadt Flensburg","00503","Richard-Wagner-Straße",,"530019903.00","6071045576.00"
"Stadt Flensburg","00503","Richard-Wagner-Straße",,"530101786.00","6071267358.00"
"Stadt Flensburg","00503","Richard-Wagner-Straße",,"530090999.00","6071233472.00"
"Stadt Flensburg","00503","Richard-Wagner-Straße",,"530076114.00","6071191978.00"
"Stadt Flensburg","00503","Richard-Wagner-Straße",,"530062199.00","6071153703.00"
"Stadt Flensburg","00503","Richard-Wagner-Straße",,"530049523.00","6071120097.00"
"Stadt Flensburg","00503","Richard-Wagner-Straße",,"530035230.00","6071084106.00"
"Stadt Flensburg","00503","Richard-Wagner-Straße",,"530090073.00","6071388502.00"
"Stadt Flensburg","00503","Richard-Wagner-Straße",,"530101247.00","6071347177.00"
"Stadt Flensburg","00503","Richard-Wagner-Straße",,"530105225.00","6071307713.00"
"Stadt Flensburg","00614","Trögelsbyer Weg",,"530072245.00","6071391545.00"
"Stadt Flensburg","00327","Kirchentoft","21","529949156.00","6071509989.00"
"Stadt Flensburg","00327","Kirchentoft",,"529982043.00","6071476773.00"
"Stadt Flensburg","00327","Kirchentoft","34","529937441.00","6071439995.00"
"Stadt Flensburg","00503","Richard-Wagner-Straße",,"530077518.00","6071417661.00"
"Stadt Flensburg","00424","Merkurstraße",,"530790260.00","6071750787.00"
"Stadt Flensburg","00424","Merkurstraße",,"530795738.00","6071727431.00"
"Stadt Flensburg","00424","Merkurstraße",,"530753043.00","6071759634.00"
"Stadt Flensburg","00389","Max-Reger-Straße","92a","530719714.00","6071758282.00"
"Stadt Flensburg","00091","Brahmsstraße",,"530408420.00","6071744130.00"
"Stadt Flensburg","00091","Brahmsstraße",,"530382981.00","6071726378.00"
"Stadt Flensburg","00091","Brahmsstraße",,"530352756.00","6071710391.00"
"Stadt Flensburg","00415","Mozartstraße",,"530338102.00","6071722057.00"
"Stadt Flensburg","00415","Mozartstraße",,"530322007.00","6071749711.00"
"Stadt Flensburg","00070","Beethovenstraße","40","530248672.00","6071729641.00"
"Stadt Flensburg","00070","Beethovenstraße",,"530269192.00","6071742453.00"
"Stadt Flensburg","00070","Beethovenstraße",,"530222555.00","6071714568.00"
"Stadt Flensburg","00070","Beethovenstraße",,"530193199.00","6071696301.00"
"Stadt Flensburg","00415","Mozartstraße",,"530354013.00","6071670594.00"
"Stadt Flensburg","00415","Mozartstraße",,"530357799.00","6071645545.00"
"Stadt Flensburg","00415","Mozartstraße",,"530362643.00","6071612234.00"
"Stadt Flensburg","00415","Mozartstraße",,"530367757.00","6071576227.00"
"Stadt Flensburg","00415","Mozartstraße",,"530371783.00","6071544376.00"
"Stadt Flensburg","00415","Mozartstraße",,"530377650.00","6071511704.00"
"Stadt Flensburg","00070","Beethovenstraße",,"530165100.00","6071678492.00"
"Stadt Flensburg","00070","Beethovenstraße",,"530141413.00","6071664076.00"
"Stadt Flensburg","00070","Beethovenstraße",,"530108504.00","6071646474.00"
"Stadt Flensburg","00070","Beethovenstraße",,"530069008.00","6071633950.00"
"Stadt Flensburg","00070","Beethovenstraße",,"530026640.00","6071629111.00"
"Stadt Flensburg","00070","Beethovenstraße",,"529985425.00","6071626978.00"
"Stadt Flensburg","00070","Beethovenstraße",,"529969572.00","6071643876.00"
"Stadt Flensburg","00070","Beethovenstraße",,"529946977.00","6071681237.00"
"Stadt Flensburg","00327","Kirchentoft",,"529960500.00","6071628543.00"
"Stadt Flensburg","00420","Mürwiker Straße",,"529268500.00","6072803401.00"
"Stadt Flensburg","00420","Mürwiker Straße",,"529275319.00","6072836173.00"
"Stadt Flensburg","00165","Fichtestraße",,"529288355.00","6072852687.00"
"Stadt Flensburg","00165","Fichtestraße",,"529307553.00","6072857918.00"
"Stadt Flensburg","00165","Fichtestraße",,"529340293.00","6072855507.00"
"Stadt Flensburg","00165","Fichtestraße",,"529373811.00","6072852438.00"
"Stadt Flensburg","00165","Fichtestraße",,"529398621.00","6072841835.00"
"Stadt Flensburg","00194","Fruerlunder Straße","47","529389424.00","6072778473.00"
"Stadt Flensburg","00194","Fruerlunder Straße","49","529402205.00","6072808854.00"
"Stadt Flensburg","00610","Travestraße",,"529418395.00","6072831881.00"
"Stadt Flensburg","00194","Fruerlunder Straße","76","529369826.00","6072992012.00"
"Stadt Flensburg","00194","Fruerlunder Straße","61","529377758.00","6072960444.00"
"Stadt Flensburg","00194","Fruerlunder Straße","60","529413358.00","6072848218.00"
"Stadt Flensburg","00194","Fruerlunder Straße","62","529406938.00","6072873188.00"
"Stadt Flensburg","00194","Fruerlunder Straße","70","529386447.00","6072926430.00"
"Stadt Flensburg","00420","Mürwiker Straße","120","529328631.00","6073001217.00"
"Stadt Flensburg","00420","Mürwiker Straße","118","529315715.00","6072970706.00"
"Stadt Flensburg","00420","Mürwiker Straße","116","529303089.00","6072939242.00"
"Stadt Flensburg","00420","Mürwiker Straße","114","529294737.00","6072914218.00"
"Stadt Flensburg","00420","Mürwiker Straße","110","529284971.00","6072879987.00"
"Stadt Flensburg","00420","Mürwiker Straße","110","529290979.00","6072895335.00"
"Stadt Flensburg","00420","Mürwiker Straße","99","529267151.00","6072876327.00"
"Stadt Flensburg","00420","Mürwiker Straße","99a","529272014.00","6072895628.00"
"Stadt Flensburg","00420","Mürwiker Straße","101","529281176.00","6072925712.00"
"Stadt Flensburg","00420","Mürwiker Straße","103","529293777.00","6072963358.00"
"Stadt Flensburg","00420","Mürwiker Straße","107","529303715.00","6072988518.00"
"Stadt Flensburg","00420","Mürwiker Straße",,"529240376.00","6072758273.00"
"Stadt Flensburg","00420","Mürwiker Straße",,"529241058.00","6072761194.00"
"Stadt Flensburg","00206","Fruerlunder Bogen",,"529834061.00","6072132922.00"
"Stadt Flensburg","00206","Fruerlunder Bogen",,"529838053.00","6072111295.00"
"Stadt Flensburg","00206","Fruerlunder Bogen",,"529840301.00","6072088340.00"
"Stadt Flensburg","00206","Fruerlunder Bogen",,"529828531.00","6072069800.00"
"Stadt Flensburg","00206","Fruerlunder Bogen",,"529813951.00","6072053352.00"
"Stadt Flensburg","00206","Fruerlunder Bogen",,"529799345.00","6072036896.00"
"Stadt Flensburg","00206","Fruerlunder Bogen",,"529784570.00","6072020222.00"
"Stadt Flensburg","00195","Fruerlundhof","10","529635159.00","6072254842.00"
"Stadt Flensburg","00195","Fruerlundhof","12","529640311.00","6072227264.00"
"Stadt Flensburg","00195","Fruerlundhof","18","529651721.00","6072168600.00"
"Stadt Flensburg","00195","Fruerlundhof","22","529657248.00","6072141386.00"
"Stadt Flensburg","00195","Fruerlundhof","24","529664621.00","6072102415.00"
"Stadt Flensburg","00195","Fruerlundhof",,"529598988.00","6072078705.00"
"Stadt Flensburg","00195","Fruerlundhof",,"529578268.00","6072064283.00"
"Stadt Flensburg","00195","Fruerlundhof",,"529619770.00","6072093170.00"
"Stadt Flensburg","00195","Fruerlundhof",,"529548104.00","6072076632.00"
"Stadt Flensburg","00226","Gruuslandweg",,"530549194.00","6072908753.00"
"Stadt Flensburg","00226","Gruuslandweg",,"530512184.00","6072905454.00"
"Stadt Flensburg","00226","Gruuslandweg","22","530494064.00","6072920311.00"
"Stadt Flensburg","00226","Gruuslandweg","14","530492603.00","6072950772.00"
"Stadt Flensburg","00469","Osbektalweg",,"530503876.00","6072827553.00"
"Stadt Flensburg","00469","Osbektalweg",,"530461314.00","6072817982.00"
"Stadt Flensburg","00469","Osbektalweg",,"530547043.00","6072835958.00"
"Stadt Flensburg","00549","Schottweg",,"530574948.00","6072837066.00"
"Stadt Flensburg","00549","Schottweg",,"530577096.00","6072807820.00"
"Stadt Flensburg","00549","Schottweg",,"530579559.00","6072774199.00"
"Stadt Flensburg","00549","Schottweg",,"530571650.00","6072870670.00"
"Stadt Flensburg","00549","Schottweg",,"530567910.00","6072907039.00"
"Stadt Flensburg","00549","Schottweg",,"530565726.00","6072942247.00"
"Stadt Flensburg","00549","Schottweg",,"530563054.00","6072979435.00"
"Stadt Flensburg","00226","Gruuslandweg","13","530506587.00","6072995042.00"
"Stadt Flensburg","00226","Gruuslandweg","1","530541190.00","6073003789.00"
"Stadt Flensburg","00147","Engelsbyer Straße",,"530745599.00","6072400528.00"
"Stadt Flensburg","00148","Engelsbyer Weg",,"529995832.00","6073002726.00"
"Stadt Flensburg","00148","Engelsbyer Weg",,"530022205.00","6072951542.00"
"Stadt Flensburg","00148","Engelsbyer Weg",,"530063939.00","6072903602.00"
"Stadt Flensburg","00148","Engelsbyer Weg",,"530099399.00","6072848277.00"
"Stadt Flensburg","00148","Engelsbyer Weg",,"530143120.00","6072787958.00"
"Stadt Flensburg","00176","Franz-Schubert-Hof",,"530206375.00","6071517738.00"
"Stadt Flensburg","00176","Franz-Schubert-Hof",,"530205729.00","6071553783.00"
"Stadt Flensburg","00614","Trögelsbyer Weg",,"530097336.00","6071410969.00"
"Stadt Flensburg","00614","Trögelsbyer Weg",,"530127822.00","6071418545.00"
"Stadt Flensburg","00614","Trögelsbyer Weg",,"530160385.00","6071425900.00"
"Stadt Flensburg","00503","Richard-Wagner-Straße","1","529983159.00","6071606271.00"
"Stadt Flensburg","00503","Richard-Wagner-Straße",,"529998513.00","6071574873.00"
"Stadt Flensburg","00503","Richard-Wagner-Straße",,"530014536.00","6071544084.00"
"Stadt Flensburg","00503","Richard-Wagner-Straße",,"530029639.00","6071512626.00"
"Stadt Flensburg","00503","Richard-Wagner-Straße",,"530048071.00","6071478768.00"
"Stadt Flensburg","00503","Richard-Wagner-Straße",,"530064674.00","6071453767.00"
"Stadt Flensburg","00176","Franz-Schubert-Hof",,"530208877.00","6071494063.00"
"Stadt Flensburg","00176","Franz-Schubert-Hof",,"530213536.00","6071463832.00"
"Stadt Flensburg","00614","Trögelsbyer Weg",,"530402851.00","6071483097.00"
"Stadt Flensburg","00614","Trögelsbyer Weg",,"530354893.00","6071471095.00"
"Stadt Flensburg","00614","Trögelsbyer Weg",,"530322118.00","6071464866.00"
"Stadt Flensburg","00614","Trögelsbyer Weg",,"530288133.00","6071458506.00"
"Stadt Flensburg","00614","Trögelsbyer Weg",,"530261437.00","6071452365.00"
"Stadt Flensburg","00614","Trögelsbyer Weg",,"530229637.00","6071444301.00"
"Stadt Flensburg","00415","Mozartstraße",,"530381665.00","6071496324.00"
"Stadt Flensburg","00614","Trögelsbyer Weg",,"530203580.00","6071436191.00"
"Stadt Flensburg","00154","Elbestraße",,"529794199.00","6072989544.00"
"Stadt Flensburg","00154","Elbestraße",,"529808337.00","6072966430.00"
"Stadt Flensburg","00154","Elbestraße",,"529817313.00","6072940523.00"
"Stadt Flensburg","00154","Elbestraße",,"529827049.00","6072911613.00"
"Stadt Flensburg","00154","Elbestraße",,"529850169.00","6072839524.00"
"Stadt Flensburg","00154","Elbestraße",,"529838484.00","6072875528.00"
"Stadt Flensburg","00154","Elbestraße",,"529860220.00","6072811573.00"
"Stadt Flensburg","00154","Elbestraße",,"529870830.00","6072782069.00"
"Stadt Flensburg","00154","Elbestraße",,"529876578.00","6072765972.00"
"Stadt Flensburg","00196","Fruerlundholz",,"529507633.00","6072853593.00"
"Stadt Flensburg","00584","Saaleweg",,"529497949.00","6072881470.00"
"Stadt Flensburg","00584","Saaleweg",,"529489046.00","6072912902.00"
"Stadt Flensburg","00584","Saaleweg",,"529479884.00","6072945882.00"
"Stadt Flensburg","00677","Weserstraße","32","529492236.00","6072965241.00"
"Stadt Flensburg","00677","Weserstraße","32","529520731.00","6072968870.00"
"Stadt Flensburg","00677","Weserstraße","10","529559626.00","6072975118.00"
"Stadt Flensburg","00677","Weserstraße",,"529588357.00","6072979514.00"
"Stadt Flensburg","00677","Weserstraße","4","529604454.00","6073005003.00"
"Stadt Flensburg","00561","Schwentineweg",,"529696235.00","6072803505.00"
"Stadt Flensburg","00561","Schwentineweg",,"529696881.00","6072765606.00"
"Stadt Flensburg","00196","Fruerlundholz",,"529701821.00","6072819874.00"
"Stadt Flensburg","00196","Fruerlundholz",,"529731822.00","6072826798.00"
"Stadt Flensburg","00196","Fruerlundholz","36","529766302.00","6072846521.00"
"Stadt Flensburg","00196","Fruerlundholz","36","529766282.00","6072886857.00"
"Stadt Flensburg","00281","Ilmenauweg",,"529749680.00","6072913448.00"
"Stadt Flensburg","00281","Ilmenauweg",,"529727941.00","6072948046.00"
"Stadt Flensburg","00281","Ilmenauweg","6","529728878.00","6072979433.00"
"Stadt Flensburg","00281","Ilmenauweg",,"529774419.00","6072911507.00"
"Stadt Flensburg","00281","Ilmenauweg",,"529802910.00","6072921654.00"
"Stadt Flensburg","00196","Fruerlundholz",,"529655493.00","6072823159.00"
"Stadt Flensburg","00196","Fruerlundholz",,"529626328.00","6072828121.00"
"Stadt Flensburg","00196","Fruerlundholz","18","529587378.00","6072835142.00"
"Stadt Flensburg","00196","Fruerlundholz","11","529547442.00","6072845026.00"
"Stadt Flensburg","00196","Fruerlundholz","5","529477983.00","6072856585.00"
"Stadt Flensburg","00196","Fruerlundholz",,"529469188.00","6072848499.00"
"Stadt Flensburg","00196","Fruerlundholz",,"529463535.00","6072823022.00"
"Stadt Flensburg","00196","Fruerlundholz",,"529446010.00","6072815634.00"
"Stadt Flensburg","00610","Travestraße",,"529466530.00","6072796871.00"
"Stadt Flensburg","00610","Travestraße",,"529486118.00","6072772830.00"
"Stadt Flensburg","00677","Weserstraße",,"529591313.00","6072920206.00"
"Stadt Flensburg","00677","Weserstraße",,"529586044.00","6072956409.00"
"Stadt Flensburg","00657","Wasserlooser Weg",,"530885280.00","6072798482.00"
"Stadt Flensburg","00657","Wasserlooser Weg",,"530873646.00","6072805196.00"
"Stadt Flensburg","00657","Wasserlooser Weg",,"530876577.00","6072808666.00"
"Stadt Flensburg","00657","Wasserlooser Weg",,"530910209.00","6072866561.00"
"Stadt Flensburg","00657","Wasserlooser Weg",,"530925239.00","6072858280.00"
"Stadt Flensburg","00657","Wasserlooser Weg",,"530899814.00","6072828007.00"
"Stadt Flensburg","00657","Wasserlooser Weg",,"530910303.00","6072909645.00"
"Stadt Flensburg","00095","Breedlandweg",,"530581710.00","6072895844.00"
"Stadt Flensburg","00095","Breedlandweg",,"530612261.00","6072893434.00"
"Stadt Flensburg","00095","Breedlandweg",,"530643249.00","6072887710.00"
"Stadt Flensburg","00666","Wiesenweg",,"530705139.00","6072981988.00"
"Stadt Flensburg","00679","Wiesentoft",,"530715490.00","6072960711.00"
"Stadt Flensburg","00679","Wiesentoft",,"530780719.00","6072970492.00"
"Stadt Flensburg","00679","Wiesentoft",,"530744625.00","6072962251.00"
"Stadt Flensburg","00679","Wiesentoft",,"530797770.00","6072998320.00"
"Stadt Flensburg","00657","Wasserlooser Weg",,"530906055.00","6072938166.00"
"Stadt Flensburg","00657","Wasserlooser Weg",,"530899790.00","6072965835.00"
"Stadt Flensburg","00657","Wasserlooser Weg",,"530897525.00","6072995042.00"
"Stadt Flensburg","00666","Wiesenweg",,"530704004.00","6072944888.00"
"Stadt Flensburg","00666","Wiesenweg",,"530702377.00","6072911944.00"
"Stadt Flensburg","00666","Wiesenweg",,"530692286.00","6072880267.00"
"Stadt Flensburg","00095","Breedlandweg",,"530672857.00","6072876147.00"
"Stadt Flensburg","00095","Breedlandweg",,"530700474.00","6072858633.00"
"Stadt Flensburg","00095","Breedlandweg",,"530726097.00","6072840712.00"
"Stadt Flensburg","00095","Breedlandweg",,"530749838.00","6072823338.00"
"Stadt Flensburg","00095","Breedlandweg",,"530804212.00","6072783625.00"
"Stadt Flensburg","00095","Breedlandweg",,"530782909.00","6072801372.00"
"Stadt Flensburg","00657","Wasserlooser Weg",,"530863196.00","6072773948.00"
"Stadt Flensburg","00657","Wasserlooser Weg",,"530822345.00","6072729019.00"
"Stadt Flensburg","00657","Wasserlooser Weg",,"530793014.00","6072697074.00"
"Stadt Flensburg","00657","Wasserlooser Weg",,"530769951.00","6072670764.00"
"Stadt Flensburg","00657","Wasserlooser Weg",,"530747862.00","6072646265.00"
"Stadt Flensburg","00657","Wasserlooser Weg",,"530720293.00","6072616002.00"
"Stadt Flensburg","00147","Engelsbyer Straße",,"530889999.00","6072586432.00"
"Stadt Flensburg","00147","Engelsbyer Straße",,"530863148.00","6072563590.00"
"Stadt Flensburg","00147","Engelsbyer Straße",,"530837929.00","6072542168.00"
"Stadt Flensburg","00147","Engelsbyer Straße",,"530812555.00","6072521280.00"
"Stadt Flensburg","00147","Engelsbyer Straße",,"530901678.00","6072519806.00"
"Stadt Flensburg","00657","Wasserlooser Weg",,"530606098.00","6072564824.00"
"Stadt Flensburg","00657","Wasserlooser Weg",,"530598538.00","6072597444.00"
"Stadt Flensburg","00657","Wasserlooser Weg",,"530593142.00","6072632961.00"
"Stadt Flensburg","00657","Wasserlooser Weg",,"530587941.00","6072671368.00"
"Stadt Flensburg","00657","Wasserlooser Weg",,"530583861.00","6072705484.00"
"Stadt Flensburg","00657","Wasserlooser Weg",,"530581931.00","6072737963.00"
"Stadt Flensburg","00549","Schottweg",,"530510241.00","6072732421.00"
"Stadt Flensburg","00549","Schottweg",,"530536927.00","6072735086.00"
"Stadt Flensburg","00549","Schottweg",,"530561730.00","6072737272.00"
"Stadt Flensburg","00549","Schottweg",,"530516059.00","6072660563.00"
"Stadt Flensburg","00549","Schottweg",,"530566255.00","6072667465.00"
"Stadt Flensburg","00549","Schottweg",,"530540150.00","6072663918.00"
"Stadt Flensburg","00549","Schottweg","82","530526837.00","6072590242.00"
"Stadt Flensburg","00549","Schottweg",,"530579821.00","6072599093.00"
"Stadt Flensburg","00549","Schottweg",,"530553390.00","6072594602.00"
"Stadt Flensburg","00195","Fruerlundhof","16","529645590.00","6072199495.00"
"Stadt Flensburg","00195","Fruerlundhof",,"529763331.00","6072207514.00"
"Stadt Flensburg","00270","Hesttoft",,"529820874.00","6072147204.00"
"Stadt Flensburg","00270","Hesttoft",,"529680693.00","6072116697.00"
"Stadt Flensburg","00270","Hesttoft",,"529781703.00","6072136926.00"
"Stadt Flensburg","00270","Hesttoft",,"529702962.00","6072120728.00"
"Stadt Flensburg","00270","Hesttoft",,"529729718.00","6072125960.00"
"Stadt Flensburg","00270","Hesttoft",,"529756366.00","6072130650.00"
"Stadt Flensburg","00270","Hesttoft",,"529770087.00","6072144353.00"
"Stadt Flensburg","00270","Hesttoft",,"529763209.00","6072177309.00"
"Stadt Flensburg","00270","Hesttoft",,"529752595.00","6072241471.00"
"Stadt Flensburg","00270","Hesttoft",,"529727135.00","6072194105.00"
"Stadt Flensburg","00270","Hesttoft",,"529692352.00","6072187754.00"
"Stadt Flensburg","00270","Hesttoft",,"529837153.00","6072148937.00"
"Stadt Flensburg","00270","Hesttoft",,"529866047.00","6072154837.00"
"Stadt Flensburg","00270","Hesttoft",,"529892032.00","6072180659.00"
"Stadt Flensburg","00270","Hesttoft",,"529885524.00","6072212999.00"
"Stadt Flensburg","00270","Hesttoft",,"529877483.00","6072245905.00"
"Stadt Flensburg","00389","Max-Reger-Straße",,"530504212.00","6071768195.00"
"Stadt Flensburg","00389","Max-Reger-Straße",,"530484241.00","6071777729.00"
"Stadt Flensburg","00389","Max-Reger-Straße",,"530431843.00","6071767983.00"
"Stadt Flensburg","00091","Brahmsstraße",,"530453301.00","6071792693.00"
"Stadt Flensburg","00389","Max-Reger-Straße",,"530459890.00","6071789756.00"
"Stadt Flensburg","00091","Brahmsstraße",,"530475035.00","6071821113.00"
"Stadt Flensburg","00091","Brahmsstraße",,"530492745.00","6071846768.00"
"Stadt Flensburg","00673","Weberstraße",,"530475641.00","6071857976.00"
"Stadt Flensburg","00673","Weberstraße",,"530451319.00","6071871695.00"
"Stadt Flensburg","00673","Weberstraße",,"530423975.00","6071888248.00"
"Stadt Flensburg","00091","Brahmsstraße",,"530509876.00","6071874754.00"
"Stadt Flensburg","00091","Brahmsstraße",,"530525333.00","6071896798.00"
"Stadt Flensburg","00091","Brahmsstraße",,"530536427.00","6071927764.00"
"Stadt Flensburg","00091","Brahmsstraße",,"530545846.00","6071954599.00"
"Stadt Flensburg","00201","Franz-Liszt-Hof",,"530559224.00","6071968350.00"
"Stadt Flensburg","00201","Franz-Liszt-Hof","4","530589145.00","6071954605.00"
"Stadt Flensburg","00201","Franz-Liszt-Hof",,"530619837.00","6071942226.00"
"Stadt Flensburg","00091","Brahmsstraße",,"530555467.00","6071986147.00"
"Stadt Flensburg","00268","Händelhof",,"530487358.00","6071992646.00"
"Stadt Flensburg","00268","Händelhof",,"530515482.00","6071988544.00"
"Stadt Flensburg","00268","Händelhof",,"530540758.00","6071981810.00"
"Stadt Flensburg","00646","Venusbogen",,"530913678.00","6071971770.00"
"Stadt Flensburg","00646","Venusbogen","25","530913641.00","6071937825.00"
"Stadt Flensburg","00434","Neuer Weg",,"530896103.00","6071995267.00"
"Stadt Flensburg","00434","Neuer Weg","48","530865859.00","6072001420.00"
"Stadt Flensburg","00646","Venusbogen","13","530903330.00","6071849508.00"
"Stadt Flensburg","00646","Venusbogen",,"530870214.00","6071849531.00"
"Stadt Flensburg","00646","Venusbogen","11","530851193.00","6071869184.00"
"Stadt Flensburg","00646","Venusbogen",,"530851228.00","6071902335.00"
"Stadt Flensburg","00646","Venusbogen",,"530851194.00","6071932754.00"
"Stadt Flensburg","00646","Venusbogen",,"530851194.00","6071962789.00"
"Stadt Flensburg","00434","Neuer Weg","46","530851193.00","6071991541.00"
"Stadt Flensburg","00012","Altvaterweg","1","529479972.00","6072042951.00"
"Stadt Flensburg","00012","Altvaterweg","5","529515338.00","6072078911.00"
"Stadt Flensburg","00270","Hesttoft",,"529743506.00","6072110468.00"
"Stadt Flensburg","00270","Hesttoft",,"529747842.00","6072086666.00"
"Stadt Flensburg","00012","Altvaterweg","5","529502251.00","6072061121.00"
"Stadt Flensburg","00195","Fruerlundhof",,"529667479.00","6072089866.00"
"Stadt Flensburg","00195","Fruerlundhof",,"529672315.00","6072069285.00"
"Stadt Flensburg","00195","Fruerlundhof",,"529671071.00","6072047468.00"
"Stadt Flensburg","00530","Sudetenweg","1","529500699.00","6072099393.00"
"Stadt Flensburg","00530","Sudetenweg","3","529478005.00","6072118534.00"
"Stadt Flensburg","00530","Sudetenweg",,"529465689.00","6072135582.00"
"Stadt Flensburg","00530","Sudetenweg",,"529447385.00","6072157391.00"
"Stadt Flensburg","00530","Sudetenweg",,"529434461.00","6072174148.00"
"Stadt Flensburg","00360","Lausitzer Weg",,"529431538.00","6072103867.00"
"Stadt Flensburg","00360","Lausitzer Weg",,"529455765.00","6072120386.00"
"Stadt Flensburg","00657","Wasserlooser Weg",,"530844009.00","6072751508.00"
"Stadt Flensburg","00147","Engelsbyer Straße","105","530702309.00","6072382897.00"
"Stadt Flensburg","00147","Engelsbyer Straße","105","530667344.00","6072356803.00"
"Stadt Flensburg","00147","Engelsbyer Straße",,"530621068.00","6072291955.00"
